"data_as_of","year","month","st_abbrev","state","county","fips","statefips","countyfips","code2013","provisional_drug_overdose_deaths","footnote","percentage_of_records_pending_investigation","historicaldatacompletenessnote","monthendingdate","start_date","end_date"
"10/8/2023",2022,9,"OR","Oregon","Harney",41025,41,25,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","9/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,10,"OR","Oregon","Harney",41025,41,25,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",1.02,"","10/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,11,"OR","Oregon","Harney",41025,41,25,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",1.06,"","11/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,12,"OR","Oregon","Harney",41025,41,25,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",1.04,"","12/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2023,1,"OR","Oregon","Harney",41025,41,25,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",1.09,"","1/31/2023","1/31/2020","3/31/2023"
"10/8/2023",2023,2,"OR","Oregon","Harney",41025,41,25,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",1.14,"","2/28/2023","1/31/2020","3/31/2023"
"10/8/2023",2023,3,"OR","Oregon","Harney",41025,41,25,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",1.15,"","3/31/2023","1/31/2020","3/31/2023"
"10/8/2023",2022,7,"OR","Oregon","Hood River",41027,41,27,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","7/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,8,"OR","Oregon","Hood River",41027,41,27,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","8/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,4,"OR","Oregon","Hood River",41027,41,27,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","4/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,5,"OR","Oregon","Hood River",41027,41,27,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","5/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,6,"OR","Oregon","Hood River",41027,41,27,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","6/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,9,"OR","Oregon","Hood River",41027,41,27,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","9/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,10,"OR","Oregon","Hood River",41027,41,27,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","10/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,11,"OR","Oregon","Hood River",41027,41,27,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","11/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,12,"OR","Oregon","Hood River",41027,41,27,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","12/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2023,1,"OR","Oregon","Hood River",41027,41,27,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","1/31/2023","1/31/2020","3/31/2023"
"10/8/2023",2023,2,"OR","Oregon","Hood River",41027,41,27,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","2/28/2023","1/31/2020","3/31/2023"
"10/8/2023",2023,3,"OR","Oregon","Hood River",41027,41,27,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","3/31/2023","1/31/2020","3/31/2023"
"10/8/2023",2020,1,"OR","Oregon","Hood River",41027,41,27,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","1/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,2,"OR","Oregon","Hood River",41027,41,27,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","2/29/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,3,"OR","Oregon","Hood River",41027,41,27,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","3/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,4,"OR","Oregon","Hood River",41027,41,27,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","4/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,5,"OR","Oregon","Hood River",41027,41,27,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","5/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,6,"OR","Oregon","Hood River",41027,41,27,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","6/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,7,"OR","Oregon","Hood River",41027,41,27,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","7/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,8,"OR","Oregon","Hood River",41027,41,27,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","8/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,9,"OR","Oregon","Hood River",41027,41,27,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","9/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,10,"OR","Oregon","Hood River",41027,41,27,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","10/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,11,"OR","Oregon","Hood River",41027,41,27,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","11/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,12,"OR","Oregon","Hood River",41027,41,27,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","12/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2021,1,"OR","Oregon","Hood River",41027,41,27,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","1/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,2,"OR","Oregon","Hood River",41027,41,27,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","2/28/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,3,"OR","Oregon","Hood River",41027,41,27,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","3/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,4,"OR","Oregon","Hood River",41027,41,27,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","4/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,5,"OR","Oregon","Hood River",41027,41,27,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","5/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,6,"OR","Oregon","Hood River",41027,41,27,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","6/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,7,"OR","Oregon","Hood River",41027,41,27,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","7/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,8,"OR","Oregon","Hood River",41027,41,27,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","8/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,9,"OR","Oregon","Hood River",41027,41,27,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","9/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,10,"OR","Oregon","Hood River",41027,41,27,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","10/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,11,"OR","Oregon","Hood River",41027,41,27,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","11/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,12,"OR","Oregon","Hood River",41027,41,27,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","12/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2022,1,"OR","Oregon","Hood River",41027,41,27,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","1/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,2,"OR","Oregon","Hood River",41027,41,27,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","2/28/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,3,"OR","Oregon","Hood River",41027,41,27,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","3/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,3,"OR","Oregon","Jackson",41029,41,29,4,"82","",0.03,"Completeness of provisional 2019 data under 90% after 6 months.","3/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,11,"OR","Oregon","Jackson",41029,41,29,4,"77","",0.07,"Completeness of provisional 2019 data under 90% after 6 months.","11/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2020,2,"OR","Oregon","Jackson",41029,41,29,4,"32","",0.29,"Completeness of provisional 2019 data under 90% after 6 months.","2/29/2020","1/31/2020","3/31/2023"
"10/8/2023",2022,2,"OR","Oregon","Jackson",41029,41,29,4,"86","",0.03,"Completeness of provisional 2019 data under 90% after 6 months.","2/28/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,1,"OR","Oregon","Jackson",41029,41,29,4,"84","",0.03,"Completeness of provisional 2019 data under 90% after 6 months.","1/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,5,"OR","Oregon","Jackson",41029,41,29,4,"83","",0.03,"Completeness of provisional 2019 data under 90% after 6 months.","5/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2020,1,"OR","Oregon","Jackson",41029,41,29,4,"33","",0.33,"Completeness of provisional 2019 data under 90% after 6 months.","1/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2022,7,"OR","Oregon","Jackson",41029,41,29,4,"76","",0.03,"Completeness of provisional 2019 data under 90% after 6 months.","7/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2021,12,"OR","Oregon","Jackson",41029,41,29,4,"83","",0.03,"Completeness of provisional 2019 data under 90% after 6 months.","12/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2023,1,"OR","Oregon","Jackson",41029,41,29,4,"81","",0.04,"Completeness of provisional 2019 data under 90% after 6 months.","1/31/2023","1/31/2020","3/31/2023"
"10/8/2023",2022,8,"OR","Oregon","Jackson",41029,41,29,4,"83","",0.03,"Completeness of provisional 2019 data under 90% after 6 months.","8/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,10,"OR","Oregon","Jackson",41029,41,29,4,"77","",0.07,"Completeness of provisional 2019 data under 90% after 6 months.","10/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2020,4,"OR","Oregon","Jackson",41029,41,29,4,"30","",0.32,"Completeness of provisional 2019 data under 90% after 6 months.","4/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2021,1,"OR","Oregon","Jackson",41029,41,29,4,"39","",0.44,"Completeness of provisional 2019 data under 90% after 6 months.","1/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2022,12,"OR","Oregon","Jackson",41029,41,29,4,"80","",0.04,"Completeness of provisional 2019 data under 90% after 6 months.","12/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2020,10,"OR","Oregon","Jackson",41029,41,29,4,"39","",0.39,"Completeness of provisional 2019 data under 90% after 6 months.","10/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2021,11,"OR","Oregon","Jackson",41029,41,29,4,"82","",0.07,"Completeness of provisional 2019 data under 90% after 6 months.","11/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2022,6,"OR","Oregon","Jackson",41029,41,29,4,"77","",0.03,"Completeness of provisional 2019 data under 90% after 6 months.","6/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2021,3,"OR","Oregon","Jackson",41029,41,29,4,"49","",0.4,"Completeness of provisional 2019 data under 90% after 6 months.","3/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,9,"OR","Oregon","Jackson",41029,41,29,4,"69","",0.31,"Completeness of provisional 2019 data under 90% after 6 months.","9/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,8,"OR","Oregon","Jackson",41029,41,29,4,"61","",0.39,"Completeness of provisional 2019 data under 90% after 6 months.","8/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,2,"OR","Oregon","Jackson",41029,41,29,4,"43","",0.44,"Completeness of provisional 2019 data under 90% after 6 months.","2/28/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,5,"OR","Oregon","Jackson",41029,41,29,4,"52","",0.4,"Completeness of provisional 2019 data under 90% after 6 months.","5/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,7,"OR","Oregon","Jackson",41029,41,29,4,"62","",0.4,"Completeness of provisional 2019 data under 90% after 6 months.","7/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2022,4,"OR","Oregon","Jackson",41029,41,29,4,"80","",0.03,"Completeness of provisional 2019 data under 90% after 6 months.","4/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2020,11,"OR","Oregon","Jackson",41029,41,29,4,"37","",0.46,"Completeness of provisional 2019 data under 90% after 6 months.","11/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2022,9,"OR","Oregon","Jackson",41029,41,29,4,"75","",0.03,"Completeness of provisional 2019 data under 90% after 6 months.","9/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2023,3,"OR","Oregon","Jackson",41029,41,29,4,"91","",0.04,"Completeness of provisional 2019 data under 90% after 6 months.","3/31/2023","1/31/2020","3/31/2023"
"10/8/2023",2021,6,"OR","Oregon","Jackson",41029,41,29,4,"57","",0.41,"Completeness of provisional 2019 data under 90% after 6 months.","6/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,10,"OR","Oregon","Jackson",41029,41,29,4,"79","",0.2,"Completeness of provisional 2019 data under 90% after 6 months.","10/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2020,12,"OR","Oregon","Jackson",41029,41,29,4,"36","",0.49,"Completeness of provisional 2019 data under 90% after 6 months.","12/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,6,"OR","Oregon","Jackson",41029,41,29,4,"35","",0.32,"Completeness of provisional 2019 data under 90% after 6 months.","6/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,3,"OR","Oregon","Jackson",41029,41,29,4,"30","",0.32,"Completeness of provisional 2019 data under 90% after 6 months.","3/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2021,4,"OR","Oregon","Jackson",41029,41,29,4,"53","",0.41,"Completeness of provisional 2019 data under 90% after 6 months.","4/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2020,9,"OR","Oregon","Jackson",41029,41,29,4,"38","",0.31,"Completeness of provisional 2019 data under 90% after 6 months.","9/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,7,"OR","Oregon","Jackson",41029,41,29,4,"33","",0.32,"Completeness of provisional 2019 data under 90% after 6 months.","7/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,5,"OR","Oregon","Jackson",41029,41,29,4,"33","",0.32,"Completeness of provisional 2019 data under 90% after 6 months.","5/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,8,"OR","Oregon","Jackson",41029,41,29,4,"36","",0.28,"Completeness of provisional 2019 data under 90% after 6 months.","8/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2023,2,"OR","Oregon","Jackson",41029,41,29,4,"77","",0.04,"Completeness of provisional 2019 data under 90% after 6 months.","2/28/2023","1/31/2020","3/31/2023"
"10/8/2023",2020,1,"OR","Oregon","Jefferson",41031,41,31,6,"0","",0,"","1/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,2,"OR","Oregon","Jefferson",41031,41,31,6,"0","",0,"","2/29/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,3,"OR","Oregon","Jefferson",41031,41,31,6,"0","",0,"","3/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,4,"OR","Oregon","Jefferson",41031,41,31,6,"0","",0,"","4/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,5,"OR","Oregon","Jefferson",41031,41,31,6,"0","",0,"","5/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,6,"OR","Oregon","Jefferson",41031,41,31,6,"0","",0,"","6/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,7,"OR","Oregon","Jefferson",41031,41,31,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","7/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,8,"OR","Oregon","Jefferson",41031,41,31,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","8/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,9,"OR","Oregon","Jefferson",41031,41,31,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","9/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,10,"OR","Oregon","Jefferson",41031,41,31,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","10/31/2020","1/31/2020","3/31/2023"
